Date,Account Number,Company Name,Clear Ownership Structure,Industry,Domiciled,Transaction Type,Transaction Origin,Transaction Currency,Transaction Amount,6-Month Transaction Volume Average
2024-01-07,110118,NextGen Corporation,Yes,Technology,Jamaica,outgoing,Spain,GBP,460465.7,462684.41
2024-01-06,945756,Dynamic Corporation,No,Healthcare,Cayman Islands,outgoing,St. Lucia,GBP,808937.57,197838.15
2024-01-24,178530,Eco Corporation,Yes,Finance,St. Lucia,incoming,Mexico,GBP,233272.58,346894.93
2024-01-28,297886,Eco Products,Yes,Finance,Cayman Islands,incoming,France,USD,654432.29,884347.6
2024-01-31,131347,Global Industries,No,Retail,St. Lucia,outgoing,Jamaica,CAD,897655.33,159772.33
2024-01-18,691466,NextGen Corporation,Yes,Retail,Jamaica,incoming,United Kingdom,EUR,17982.09,19906.98
2024-01-17,817229,Dynamic Products,Yes,Healthcare,St. Lucia,outgoing,Jamaica,GBP,252241.57,328316.92
2024-01-11,870062,Tech Products,Yes,Used Car Sales,St. Lucia,incoming,St. Lucia,USD,243390.64,275632.13
2024-01-27,656099,Tech Products,No,Construction,Cayman Islands,outgoing,St. Lucia,EUR,739870.15,273833.97
2024-01-03,680220,Global Solutions,Yes,Microfinance,Bahamas,outgoing,Barbados,CAD,792933.12,810692.27
2024-01-23,413469,Global Industries,Yes,Finance,Bahamas,incoming,United States,USD,57809.43,44190.29
2024-01-11,675248,Eco Services,Yes,Retail,Bahamas,outgoing,Bahamas,USD,943433.87,1309655.53
2024-01-17,857013,Tech Technologies,No,Retail,Barbados,incoming,Spain,EUR,50972.07,11571.39
2024-01-06,234893,Innovative Solutions,No,Manufacturing,Jamaica,outgoing,Germany,CAD,360374.72,395910.14
2024-01-07,580408,Innovative Technologies,No,Construction,Cayman Islands,incoming,Mexico,USD,53634.91,70307.08
2024-01-27,900170,Future Products,No,Construction,Barbados,outgoing,Germany,EUR,623764.42,378771.49
2024-01-28,603343,Dynamic Services,No,Finance,Barbados,outgoing,United Kingdom,GBP,916392.21,294905.73
2024-01-09,827526,Global Industries,No,Manufacturing,Cayman Islands,outgoing,Canada,EUR,617983.14,335578.06
2024-01-13,644580,Tech Corporation,No,Technology,Bahamas,outgoing,Barbados,CAD,959314.35,55554.73
2024-01-21,687789,Dynamic Industries,Yes,Finance,Bahamas,incoming,Bahamas,USD,950534.76,1380921.39
2024-01-19,742474,Future Services,Yes,Manufacturing,Barbados,incoming,United Kingdom,CAD,889180.77,570182.69
2024-01-08,376773,Global Technologies,No,Construction,Cayman Islands,incoming,St. Lucia,CAD,722386.98,972949.26
2024-01-13,133176,Global Technologies,No,Construction,Barbados,outgoing,France,CAD,631874.34,776517.48
2024-01-24,814198,Future Solutions,No,Healthcare,St. Lucia,outgoing,Italy,USD,486625.35,115801.71
2024-01-26,485438,Global Services,No,Finance,Bahamas,outgoing,Cayman Islands,CAD,361013.4,491510.78
2024-01-13,582861,NextGen Industries,Yes,Manufacturing,Barbados,incoming,St. Lucia,EUR,31396.81,9087.84
2024-01-04,418880,Future Solutions,Yes,Microfinance,Barbados,outgoing,United States,EUR,276816.4,401601.69
2024-01-02,757405,Dynamic Solutions,Yes,Manufacturing,St. Lucia,incoming,United Kingdom,CAD,722476.91,788826.32
2024-01-13,596373,Dynamic Corporation,Yes,Healthcare,Jamaica,incoming,France,USD,914417.33,846613.79
2024-01-14,727911,Future Corporation,No,Technology,Cayman Islands,incoming,Mexico,USD,486025.16,402818.42
2024-01-20,126188,Tech Services,No,Retail,Jamaica,incoming,St. Lucia,CAD,393238.64,304216.88
2024-01-01,235729,Eco Products,Yes,Retail,Bahamas,incoming,Barbados,USD,666242.3,656649.52
